剧情编号,角色左,角色右,高亮方 右/左/无/皆,背景图片,背景音乐,播放音效,PlotShock,调用函数,选项,内容
,,王彪,右,,,,,,,"You three are nothing but little cats and dogs, not very skilled but boasting big."
,,马悍,右,,,,,,,"Senior Brother, no need for idle chatter. I'll dispatch them one by one and search your bodies afterward."
,郭勇锐,,左,,,,,,,"Ow, just made it"
,玩家,,左,,,,,,,Brother Guo? How did you end up here?
,郭勇锐,,左,,,,,,,#PlayerName#!\nIt was Father who sent me here to look for the Yellow River Dual Fiends; I didn't expect to find them truly!
,吴谋,,左,,,,,,,"Two Great Heroes, save us!"
,,王彪,右,,,,,,,"Why are there more and more people? Never mind, never mind.\nBrother, let's fight while retreating and change the battlefield."
,,马悍,右,,,,,,,Senior Brother is wise!
,郭勇锐,,左,,,,,StartSpeFight;39,,Where do you think you're going!
234,玩家,马悍,左,,,,,ChangeInjury;马悍-0-20,Retrieve the object;RobHeroItemChoose;Strongblade,The thief looks at the sword!
,,,右,,,SpeEffect/二连快劈,,ChangeHeroFavor;郝大力-5|ChangeMaxAttri;郝大力-0-2,,"Oh, nice one, you've got some skill!"
,郝大力,,左,,,,,ChangeHeroFavor;汪财-5|ChangeMaxAttri;汪财-1-2,,#PlayerName# has good skills!
,汪财,,左,,,,,ChangeHeroFavor;吴谋-5|ChangeMaxAttri;吴谋-2-2,,This kind of power is not inferior to that of the three of us brothers.
,吴谋,,左,,,,,ChangePlotDataBase;236,,"Haha, with our four great masters here,\nBandits, yield quickly!"
235,玩家,马悍,右,,,,,ChangeInjury;玩家-0-20,,"Look at the blade, kid!"
,,,左,,,SpeEffect/二连快劈,,ChangePlotDataBase;236,,"Hah, these Yellow River Dual Fiends have some skill."
236,,王彪,右,,,,,,,"Brother, don't linger in battle, let's go!"
,,,无,,,SpeEffect/风呼啸,,,,(Two of them hastily jumped into the bushes by the roadside and fled towards the northwest.)
,郭勇锐,,左,,,,,GetSpeReward;34,,"Ah, you run really fast"
,,郝大力,右,,,,,,,"Thank you, Great Heroes, for saving me!"
,玩家,,左,,,,,,,"Brother Hao, Brother Wang, Brother Wu, how did all three of you end up here?"
,,汪财,右,,,,,,,"Not yet heard about what happened a few days ago.<b>Meeting of the Yellow Crane Alliance</b>, what did they release?<b>Wanted Notice in the Jianghu</b>。\nIf we can catch these Yellow River Dual Fiends, we could earn a hefty bounty!"
,,吴谋,右,,,,,,,"Ah, I had already foreseen that the Dual Fiends of the Yellow River would ambush travelers here.\nAlas, it was still one move short, losing by half a point."
,,,左,,,,,,,"Erm……Not that I'm saying, but the three of you brothers have yet to master your martial arts.\nIt's best not to rashly involve yourself in such dangerous matters."
,,郝大力,右,,,,,,,"#PlayerName# You're mistaken there. The rise and fall of the nation is the responsibility of every commoner.\nMoreover, my fellow brothers and I have also strayed from the right path and engaged in robbing passing travelers."
,汪财,,左,,,,,,,"Sigh, not only did the robbery fail, but I was also cheated of my remaining money by a stinky old woman."
,,郝大力,右,,,,,,,"Now that we three are chasing the thief, it's not just for the bounty.\nIt's also to reform oneself and make amends."
,汪财,,左,,,,,,,"Of course, it's mainly for the bounty. I really can't make ends meet."
,郭勇锐,,左,,,,,,,"#PlayerName#, things are urgent, I won't waste time catching up with old times.\nSeeing the thief flee towards the northwest, we need to chase him quickly."
,,,左,,,,,,,"Father advised that this time we must apprehend the Yellow River Double Evils and bring them to justice.\nOtherwise, there's no need to go back……"
,无,郝大力,右,,,FootStepContinue,,,,"Great Hero, wait a moment. Our three brothers will go with you to catch the thieves!"
,,吴谋,右,,,FootStepContinue,,,,"Senior Brother, wait for me!"
,玩家,无,左,,,,,,,"Goodbye!……Do they all walk this fast?……\nAh, I hope Brother Guo can capture the thief successfully."
237,马悍,王彪,左,森林,,,,,,"Senior Brother……Hey…Hey…Haha, let me catch up!\nWe've been running day and night for over ten days. When can we rest for a bit?"
,,,右,,,,,,,"The righteous faction is out looking for us right now; we can't rest for a moment!\nNow that we can no longer stay in Central Plain, let's go back to the Yellow River Gang to find our master. We will rise again someday!"
,,,左,,,,,,,"Back to the Yellow River Gang? We're just entering Longxi County, and there are still many days of travel ahead.\nSit down on the ground. No way, they can't go any further."
,,,右,,,,,,,"Oh Brother Two, what are you doing?\nThe pursuers are right behind you, for heaven's sake!"
,,,左,,,,,,,"This whole journey, to be honest, I didn't even get to drink much water let alone hot food and dishes, I really can't take it anymore, Senior Brother."
,,,左,,,,,,,"Wu wu wu wu, xiang dang nian, we two brothers ruled the roost.\nHow could he end up in such a state if he didn't eat big portions of meat and drink from large bowls all the time?……"
,,,右,close,,,,ScreenBlack,,"Don't cry! Someone's coming our way, let's quickly hide!"
,郝大力,汪财,左,,,,,,,"Eh, I clearly saw someone here just now. Where did they go?"
,,,右,,,,,,,"Senior Brother, stop chasing. I think it's just two roe deer.\nLet's rest a bit; the three of us brothers haven't closed an eye the whole journey!"
,,,左,,,,,,,"That won't do. We're about to catch up; letting this opportunity slip away is no good.\nGet up, you lazy bum!"
,,,右,,,,,,,"Senior Brother, I'm really exhausted. Why don't you guys go ahead and I'll follow soon."
,,,左,,,,,,,"No way, I think you're thinking about backing out. Get up!\n(a thorough beating from all sides)"
,,吴谋,右,,,,,,,"Senior Brother, stop fighting, I'm also exhausted \nLet us have a rest"
,,,左,,,,,,,"By golly, I'm taking you down with me!"
,,,无,,,,TRUE,,,"(Just as Hao Dali landed one punch, he knocked Wu Mou completely off his horse and sprawling on the ground.\nFrom Wu Mou's embrace, a package fell out.)"
,,,左,,,,,,,"What is this?\n……Good fellow, you actually hid a package of preserved beef and didn't share it with the brothers?\nMunching on it greedily, the roast beef is so fragrant, so delicious!"
,,,右,,,,,,,"Senior Brother, Senior Brother, I was wrong, leave some for the fellow!\nI haven't eaten anything in several days"
,,,左,,,,,,,"Hmph! What right do you two wasters have? Watch me eat!\nHaha, it's truly delicious!"
,,,右,,,,,,,"Senior Brother……You've gone too far, I'm gonna fight you!"
,郝大力,,左,,,,,,,"Ow! You darned dog, courting death!"
,,汪财,右,,,,TRUE,,,"Yet with all our years of friendship, I called you Senior Brother.\nFrom today onward, we are no longer connected by any ties of obligation or friendship!"
,,,左,,,,,StartSpeFight;40,,"Reversed, everything's reversed! Nobody's leaving today!"
238,郝大力,汪财,左,,,,,,,"Ouch!\n(A sudden strange cry and he fell to the ground, whether alive or dead was anyone's guess.)"
,,,右,,,,,,,"Kill…Kill someone? What do we do now, what do we do?"
,吴谋,,左,,,,,,,"Haha, might as well do it and be done with it. Bury him out here in the wilderness-who would know?\nSay it was done by the dual evils of the Yellow River."
,,,右,,,,,,,"This…Now that it's come to this, we can only do it this way."
,,,无,,,,,,,"(Wang Cai bent down and picked up the soy sauce beef,\nHe ran his hand over Hao Dali's body and found a money bag.)"
,,,右,,,,,,,"(Sipped some preserved beef) Senior Brother, Senior Brother, I never expected you to keep private funds behind your brothers' backs.\nThis leaves the brothers off the hook"
,,,无,,,,,,,"(Open the package and take a look, and lo and behold, it's a chunk of gold!)"
,,,右,,,,,,,"Gold! This damned senior brother hid a gold ingot behind his brothers-in-arms!\nHaha, finally!"
,,,左,,,,,,,Gold? For real? Bring it here for me to check!
,,,右,,,,,,,Sure. Try biting into it to see if it's genuine.
,,,左,,,,,,,"Ahh, it's really gold! Excellent!\n(Took it and pocketed it)"
,,,右,,,,,,,"Third Brother, what do you mean by that?"
,,,左,,,,,,,"Haha, I'll keep it for you for now. I'll return it to you when you need the money."
,,,右,,,,,SourceHeroFightInteractHero;StudyFight-FightAddPlotDataBase~239,,"……Sure, sure, I'll keep it for you\n……Go to hell!\n(Suddenly leaping forward, he slashed a blade at Wu Mou!)"
239,吴谋,汪财,左,,,,TRUE,,,Ouch!
,,,右,,,,TRUE,,,Oh!
,,,无,,,,,ScreenBlack,,"(Only to find the two engaged in a wild and chaotic slaughter, both collapsing to the ground, ending up injured severely!)"
,无,王彪,右,,,,,,,"Haha, what a great show!\nThe three brothers fought over a piece of beef and ended up like this!"
,马悍,,左,,,,,,,"Senior Brother, my stomach is nearly flattened from hunger. Let's divide up the beef now."
,,,右,,,,,,,"You've gotten so hungry, come on, come on."
,,,左,,,,,,,"(grabbing the braised beef from the ground, he shook off some dust and devoured it greedily)\nTrue fragrant, Senior Brother! Come have a share!"
,,,右,,,,,,,"Indeed, very delicious! Yummy yummy.\nRight, brother, you go get that gold. That should cover our travel expenses, buddy."
,,,左,,,,,,,"Hey, Senior Brother is wise. Let me see who it is on.……"
,,,无,,Fight2,,TRUE,ChangeInjury;马悍-0-20,,"(Ma Han's mouth held a piece of beef as he bent down to examine Wang Cai's body,\nSuddenly seeing Wang Cai's eyes wide open, he sprinkled some dirt in the face of that horseman and then slashed him with a blade.)"
,,,左,,,,,,,"Ah ah ah, Senior Brother has risen from the dead!"
,,,无,,,,TRUE,ChangeInjury;王彪-0-20,,"(Qing Biao, who was chewing on some beef, was still in a daze upon hearing this.\nA sudden intense pain shot through me. Looking down, I saw that Hao Dali's blade had also struck my leg!)"
,,,右,,,,,,,"Oh no, damn it, I fell for it!"
,,,无,,,,,,,(Only to see three dead bodies roll and crawl up from the ground; they were just feigning death.)
,,,右,,,,,,,You……You weren't supposed to be dead?……That gold……
,郝大力,,左,,,,,,,"Hmph, there's no gold here, just a piece of brass!\nWe three brothers live and die together, sharing joys and sorrows. How could we possibly kill each other like you thieves do?"
